e
0.13706020972078695
0.16329981314751288
0.19456287881316614
0.23181112753553273
0.2761903975572687
0.32906589305618883
0.39206418083530226
0.4671232271033613
0.5565520135875957
0.6631015669016783
0.7900495861888667
0.9413012723731807
1.1215094607486487
1.336217752449903
1.592031047843677
1.896818727824277
2.259956733317545
