x,y
0.0,0.0
0.0,3.054025625906037
0.0,6.728838562942217
0.0,11.150625337636411
0.0,16.471222226747663
0.0,22.873329044387724
0.0,30.576782728006247
0.0,39.8461061470008
0.0,50.99959134658493
0.0,64.42022912931924
0.0,80.5688602766552
0.0,100.0
